"","Age","NumbLines","CustTime","MthIncome","BillAmount","TimeCurAdrr","Region","CableTV","AutDebt","Churn"
"791",35,2,19.95,5748,635.85,6.072,"C","YES","NO","NO"
"792",42,1,12.6,6108,386.1,4.048,"B","NO","YES","YES"
"793",36,3,12.6,7476,1764.45,6.44,"D","YES","NO","NO"
"794",29,1,15.75,6096,87.75,4.14,"A","YES","YES","NO"
"795",37,3,19.95,10032,1945.35,3.128,"B","NO","YES","YES"
"796",39,3,16.8,12996,3797.55,3.128,"D","YES","NO","YES"
"797",26,2,16.8,7992,441.45,3.036,"D","NO","NO","YES"
"798",60,1,19.95,6672,1189.35,3.22,"A","YES","NO","NO"
"799",39,1,31.5,8520,232.2,4.692,"C","NO","YES","NO"
"800",45,3,25.2,11964,679.05,2.576,"C","YES","YES","NO"
"801",46,2,33.6,8844,469.8,4.784,"A","NO","NO","NO"
"802",44,1,28.35,8580,1237.95,7.82,"A","YES","NO","NO"
"803",38,4,19.95,15084,3929.85,3.312,"D","YES","NO","YES"
"804",29,1,17.85,6492,1028.7,4.508,"A","YES","YES","YES"
"805",39,1,32.55,8268,1630.8,5.428,"C","YES","YES","NO"
"806",39,1,26.25,8640,261.9,2.944,"A","NO","NO","NO"
"807",43,2,14.7,8556,55.35,2.3,"C","YES","YES","NO"
"808",26,1,19.95,6216,572.4,6.716,"C","YES","NO","NO"
"809",43,1,22.05,8688,1408.05,4.784,"C","YES","NO","NO"
"810",27,1,15.75,5976,541.35,5.888,"D","YES","YES","YES"
"811",29,2,19.95,8208,877.5,6.164,"C","YES","NO","NO"
"812",31,2,14.7,8556,1417.5,4.876,"B","YES","NO","YES"
"813",39,1,16.8,6876,612.9,7.176,"D","YES","NO","NO"
"814",34,1,16.8,6300,484.65,7.36,"D","YES","NO","NO"
"815",39,1,19.95,8196,638.55,4.048,"C","YES","NO","NO"
"816",38,2,22.05,7920,133.65,4.508,"B","YES","NO","NO"
"817",32,2,16.8,6264,697.95,4.14,"A","NO","NO","NO"
"818",30,1,21,6744,334.8,6.348,"A","YES","YES","NO"
"819",36,1,25.2,10272,1482.3,4.416,"A","YES","YES","NO"
"820",32,2,22.05,8412,773.55,6.072,"A","NO","YES","NO"
"821",50,1,23.1,9396,1923.75,4.324,"A","NO","YES","NO"
"822",44,2,16.8,7092,1395.9,7.176,"C","YES","NO","NO"
"823",32,5,15.75,12312,1652.4,3.864,"C","YES","YES","NO"
"824",43,1,14.7,6768,1027.35,4.232,"D","NO","YES","YES"
"825",44,1,24.15,6612,500.85,3.588,"D","YES","YES","NO"
"826",37,1,15.75,7584,947.7,5.244,"C","NO","NO","YES"
"827",42,2,30.45,8460,935.55,6.9,"C","YES","YES","NO"
"828",37,1,12.6,6336,630.45,3.772,"D","YES","NO","YES"
"829",26,2,16.8,6768,1123.2,5.06,"D","NO","NO","YES"
"830",39,1,21,6912,418.5,8.648,"A","YES","YES","NO"
"831",35,3,16.8,8352,1200.15,3.588,"A","NO","NO","YES"
"832",32,1,24.15,8880,1281.15,6.164,"C","YES","YES","NO"
"833",51,2,13.65,5688,859.95,5.152,"B","YES","NO","YES"
"834",47,1,17.85,6120,522.45,7.544,"A","YES","YES","NO"
"835",32,1,13.65,7008,364.5,3.68,"C","YES","NO","NO"
"836",26,1,17.85,6444,1503.9,4.876,"D","YES","YES","YES"
"837",39,2,23.1,6912,511.65,5.704,"A","YES","NO","NO"
"838",37,1,17.85,6276,387.45,6.532,"C","YES","YES","NO"
"839",41,1,32.55,7956,561.6,9.752,"A","YES","NO","NO"
"840",54,2,46.2,31560,2928.15,2.392,"C","NO","NO","NO"
"841",27,1,12.6,5148,487.35,2.392,"D","NO","NO","NO"
"842",25,1,15.75,5484,438.75,6.808,"C","YES","YES","NO"
"843",29,1,16.8,6528,396.9,5.428,"A","YES","YES","NO"
"844",31,1,19.95,5844,683.1,4.968,"B","NO","YES","YES"
"845",56,1,45.15,24648,4496.85,5.244,"C","YES","YES","NO"
"846",49,1,44.1,21948,900.45,6.072,"A","YES","YES","NO"
"847",38,4,12.6,9600,750.6,4.048,"A","YES","YES","NO"
"848",48,1,36.75,12168,581.85,5.428,"B","NO","NO","NO"
"849",38,1,29.4,8208,855.9,9.568,"B","NO","NO","NO"
"850",56,1,30.45,9000,1028.7,5.52,"A","YES","YES","NO"
"851",44,2,34.65,13344,571.05,5.244,"A","NO","YES","NO"
"852",31,3,18.9,6384,712.8,5.244,"B","YES","NO","YES"
"853",37,2,19.95,8712,2682.45,3.22,"A","NO","YES","NO"
"854",36,2,21,9120,1680.75,3.588,"A","YES","YES","NO"
"855",46,1,28.35,8028,943.65,5.888,"D","YES","YES","NO"
"856",33,1,22.05,7836,940.95,3.496,"D","YES","NO","YES"
"857",30,1,17.85,5892,351,7.82,"C","YES","NO","NO"
"858",53,1,29.4,7332,953.1,5.796,"C","YES","YES","NO"
"859",56,1,51.45,29724,1116.45,5.152,"B","NO","NO","NO"
"860",33,4,13.65,7428,1343.25,5.244,"B","YES","NO","YES"
"861",49,2,31.5,13440,996.3,2.944,"D","NO","YES","NO"
"862",36,1,29.4,10092,992.25,1.38,"A","YES","NO","NO"
"863",48,1,14.7,5844,872.1,5.612,"C","NO","YES","NO"
"864",34,4,17.85,7008,1471.5,6.348,"D","YES","NO","NO"
"865",25,1,14.7,5688,1576.8,1.748,"A","YES","NO","YES"
"866",42,1,35.7,11304,1957.5,8.188,"D","YES","YES","NO"
"867",51,4,17.85,8244,1347.3,5.244,"A","NO","YES","NO"
"868",29,1,21,7080,1233.9,5.796,"C","YES","NO","NO"
"869",48,2,15.75,10164,149.85,2.76,"A","YES","NO","NO"
"870",49,1,40.95,13560,1366.2,3.864,"D","YES","NO","NO"
"871",40,2,12.6,8076,1922.4,4.876,"A","YES","NO","YES"
"872",29,2,18.9,6480,1814.4,6.44,"A","YES","NO","NO"
"873",33,3,18.9,7380,545.4,6.716,"A","NO","YES","NO"
"874",37,1,13.65,6492,561.6,2.116,"B","YES","YES","NO"
"875",30,1,17.85,6072,238.95,4.324,"C","YES","YES","NO"
"876",47,1,40.95,15000,1433.7,7.912,"D","NO","NO","NO"
"877",33,2,12.6,6000,136.35,4.508,"A","NO","NO","NO"
"878",46,1,17.85,6552,344.25,0.276,"D","NO","YES","NO"
"879",25,3,12.6,6768,816.75,7.268,"A","YES","NO","YES"
"880",39,1,26.25,8496,2164.05,5.152,"C","YES","NO","NO"
"881",34,1,21,7428,271.35,6.072,"A","NO","NO","NO"
"882",28,1,16.8,6000,1475.55,2.852,"D","YES","NO","NO"
"883",43,3,22.05,27660,1051.65,3.772,"A","YES","NO","NO"
"884",33,2,14.7,5964,1549.8,4.416,"C","YES","NO","NO"
"885",45,4,15.75,6768,151.2,6.072,"C","YES","YES","NO"
"886",41,2,26.25,9036,756,1.656,"A","YES","NO","YES"
"887",30,1,12.6,6864,561.6,6.808,"B","YES","YES","YES"
"888",30,3,17.85,8472,1004.4,3.404,"A","NO","NO","NO"
"889",24,1,14.7,5436,726.3,4.324,"C","YES","NO","NO"
"890",51,3,23.1,11196,4797.9,4.048,"C","NO","YES","YES"
"891",41,2,19.95,8580,1314.9,0.092,"A","YES","YES","NO"
"892",31,2,19.95,6060,359.1,5.612,"A","NO","NO","NO"
"893",32,1,24.15,9720,3427.65,6.348,"C","YES","YES","NO"
"894",32,2,19.95,9528,1502.55,2.76,"B","YES","NO","NO"
"895",41,1,33.6,11688,488.7,3.22,"C","NO","NO","NO"
"896",27,2,15.75,7416,1274.4,10.12,"B","NO","NO","YES"
"897",29,1,19.95,7092,398.25,4.968,"D","YES","YES","YES"
"898",35,2,21,5988,1310.85,3.036,"B","YES","YES","YES"
"899",35,3,21,6468,91.8,3.312,"A","YES","NO","NO"
"900",24,1,13.65,5400,831.6,2.484,"A","YES","YES","NO"
"901",35,1,13.65,6108,284.85,3.772,"D","YES","YES","YES"
"902",31,1,22.05,7332,1127.25,0.92,"D","YES","YES","NO"
"903",36,1,30.45,6984,391.5,5.06,"A","YES","YES","NO"
"904",49,4,19.95,50556,4310.55,5.244,"A","YES","YES","NO"
"905",51,2,16.8,7452,426.6,4.324,"B","YES","NO","NO"
"906",53,1,37.8,15144,229.5,6.072,"C","YES","NO","NO"
"907",34,1,16.8,6528,506.25,7.636,"B","YES","YES","NO"
"908",35,2,22.05,9600,2355.75,5.152,"D","NO","YES","NO"
"909",36,1,17.85,5928,684.45,4.784,"A","NO","NO","NO"
"910",44,2,16.8,8148,359.1,3.312,"C","YES","NO","NO"
"911",40,2,23.1,12372,785.7,6.716,"B","YES","NO","NO"
"912",41,2,21,7956,121.5,4.048,"A","NO","NO","NO"
"913",34,1,12.6,6432,1085.4,5.98,"A","YES","NO","YES"
"914",45,2,35.7,16320,1520.1,3.956,"C","YES","NO","NO"
"915",39,2,23.1,7968,481.95,5.152,"C","YES","NO","NO"
"916",43,2,33.6,16500,1715.85,2.76,"A","YES","YES","NO"
"917",40,3,13.65,6672,276.75,7.82,"A","NO","YES","NO"
"918",51,2,12.6,6624,595.35,5.06,"D","YES","NO","YES"
"919",32,1,19.95,6828,1393.2,5.796,"D","NO","NO","YES"
"920",32,1,22.05,8436,638.55,9.568,"A","YES","NO","NO"
"921",31,1,22.05,6204,583.2,0.92,"D","NO","NO","NO"
"922",47,2,27.3,9264,2378.7,3.588,"C","YES","NO","NO"
"923",43,1,33.6,9960,1020.6,1.564,"D","YES","NO","NO"
"924",27,1,13.65,5580,913.95,5.428,"A","NO","NO","NO"
"925",53,2,24.15,7824,938.25,4.324,"C","YES","YES","NO"
"926",43,2,19.95,6552,1235.25,4.6,"D","YES","YES","YES"
"927",35,1,15.75,6696,170.1,5.336,"C","YES","NO","NO"
"928",45,1,35.7,16908,1463.4,5.796,"B","YES","NO","YES"
"929",37,3,14.7,5724,437.4,0.736,"A","NO","YES","NO"
"930",37,2,12.6,6876,1054.35,3.496,"B","YES","YES","YES"
"931",39,2,28.35,7584,818.1,7.084,"A","NO","NO","NO"
"932",27,1,14.7,5472,201.15,2.576,"A","YES","YES","NO"
"933",35,1,15.75,5628,912.6,7.084,"C","NO","NO","NO"
"934",48,1,30.45,10752,837,1.012,"C","NO","NO","NO"
"935",44,3,16.8,13692,2560.95,5.244,"B","YES","YES","YES"
"936",38,2,14.7,6720,869.4,4.324,"A","YES","NO","NO"
"937",28,3,14.7,5952,172.8,6.072,"A","YES","NO","NO"
"938",33,2,16.8,8148,1599.75,7.176,"A","NO","NO","NO"
"939",47,4,34.65,28944,2652.75,3.772,"C","YES","NO","NO"
"940",41,1,30.45,11808,4081.05,4.784,"B","NO","YES","YES"
"941",41,2,28.35,14796,1124.55,6.164,"A","NO","YES","NO"
"942",44,1,34.65,10464,734.4,2.852,"A","YES","YES","NO"
"943",49,1,22.05,7644,216,3.036,"C","NO","YES","NO"
"944",47,3,13.65,8352,922.05,5.612,"C","NO","YES","YES"
"945",52,1,33.6,12768,1579.5,5.796,"C","YES","YES","NO"
"946",47,2,30.45,10296,1453.95,5.152,"B","NO","NO","YES"
"947",57,5,39.9,50376,1688.85,7.268,"D","YES","NO","NO"
"948",60,1,23.1,10248,132.3,6.716,"A","YES","YES","NO"
"949",38,1,13.65,6048,652.05,5.336,"B","YES","NO","YES"
"950",42,2,28.35,9336,110.7,4.416,"A","NO","NO","NO"
"951",38,2,21,6864,294.3,2.852,"C","YES","NO","NO"
"952",35,1,14.7,7164,1791.45,2.76,"A","YES","YES","YES"
"953",25,1,18.9,5952,637.2,3.312,"A","YES","YES","NO"
"954",47,3,18.9,8184,45.9,5.612,"A","YES","NO","NO"
"955",48,1,30.45,10560,1536.3,1.288,"C","NO","NO","NO"
"956",52,1,17.85,7308,541.35,6.992,"B","NO","NO","YES"
"957",36,1,29.4,12624,469.8,6.348,"C","NO","YES","NO"
"958",40,2,30.45,8592,1115.1,1.012,"B","YES","YES","NO"
"959",33,1,21,6876,371.25,5.796,"C","YES","NO","NO"
"960",49,2,35.7,14904,1314.9,5.704,"D","YES","NO","NO"
"961",38,3,22.05,7704,602.1,6.164,"C","NO","NO","NO"
"962",41,2,25.2,10692,612.9,6.072,"D","YES","NO","NO"
"963",31,1,13.65,6972,492.75,7.36,"A","YES","NO","NO"
"964",54,2,17.85,6924,999,4.876,"C","NO","NO","NO"
"965",53,1,39.9,26544,949.05,0.552,"A","YES","NO","NO"
"966",48,1,21,7800,1413.45,0.644,"C","NO","NO","NO"
"967",32,1,13.65,6348,71.55,6.532,"A","NO","NO","NO"
"968",29,1,18.9,6312,1966.95,6.808,"D","NO","YES","YES"
"969",34,1,17.85,6300,885.6,4.968,"B","YES","YES","NO"
"970",42,1,29.4,7884,1044.9,3.588,"B","NO","NO","NO"
"971",29,1,22.05,7332,580.5,2.668,"B","NO","NO","NO"
"972",38,1,29.4,12960,2230.2,2.576,"C","YES","NO","NO"
"973",58,1,12.6,6348,274.05,4.968,"D","YES","NO","NO"
"974",34,3,17.85,9660,510.3,1.288,"A","YES","YES","NO"
"975",42,3,29.4,8640,1567.35,5.612,"A","YES","YES","YES"
"976",42,1,19.95,11004,361.8,6.532,"D","NO","YES","NO"
"977",29,2,19.95,6852,365.85,5.612,"A","YES","NO","NO"
"978",52,1,43.05,27840,4309.2,7.82,"D","YES","NO","NO"
"979",38,1,24.15,6900,527.85,1.288,"C","NO","NO","NO"
"980",30,1,15.75,5280,384.75,4.048,"A","YES","NO","NO"
"981",48,1,31.5,10692,704.7,4.416,"C","NO","YES","NO"
"982",41,3,21,10116,1795.5,1.84,"D","YES","YES","NO"
"983",32,2,21,9828,1001.7,5.796,"C","YES","NO","NO"
"984",30,1,22.05,7200,1109.7,5.152,"C","NO","NO","NO"
"985",31,2,13.65,6480,390.15,4.232,"A","YES","NO","NO"
"986",27,1,14.7,5808,630.45,4.416,"A","YES","NO","NO"
"987",35,1,23.1,7308,1282.5,4.14,"C","YES","NO","NO"
"988",42,1,21,6348,271.35,5.336,"D","YES","NO","NO"
"989",39,1,28.35,6924,1070.55,3.68,"D","YES","YES","NO"
"990",44,3,16.8,13932,918,3.036,"C","NO","NO","NO"
"991",42,1,18.9,7728,251.1,7.268,"D","YES","NO","NO"
"992",25,1,16.8,6324,562.95,3.404,"B","YES","NO","NO"
"993",45,1,29.4,10656,1251.45,8.096,"D","YES","YES","NO"
"994",40,3,16.8,11976,2485.35,3.036,"D","YES","NO","YES"
"995",42,1,15.75,6012,237.6,7.176,"C","NO","YES","NO"
"996",37,1,25.2,6516,718.2,4.876,"C","YES","YES","NO"
"997",40,1,30.45,9096,842.4,3.956,"D","YES","YES","NO"
"998",35,1,13.65,6360,360.45,4.692,"A","YES","NO","NO"
"999",35,1,16.8,5964,1598.4,3.404,"D","NO","YES","YES"
"1000",28,1,18.9,6960,506.25,3.22,"C","YES","YES","NO"
"1001",27,1,18.9,6180,218.7,6.992,"A","YES","NO","NO"
"1002",35,1,14.7,7128,402.3,1.656,"C","NO","NO","NO"
"1003",25,1,12.6,5700,430.65,7.912,"A","NO","YES","NO"
"1004",38,1,14.7,5880,1409.4,3.036,"D","NO","NO","YES"
"1005",37,2,16.8,6468,638.55,4.692,"C","YES","NO","YES"
"1006",42,2,16.8,7608,182.25,6.9,"C","YES","NO","NO"
"1007",42,1,17.85,6252,1228.5,5.152,"D","NO","NO","NO"
"1008",55,1,15.75,9336,619.65,4.416,"C","YES","YES","NO"
"1009",25,1,17.85,5808,305.1,5.612,"D","YES","NO","NO"
"1010",54,1,44.1,10272,729,5.06,"A","NO","YES","NO"
"1011",27,2,18.9,5784,1175.85,4.324,"D","YES","NO","YES"
"1012",31,2,14.7,6636,261.9,3.68,"D","YES","YES","NO"
"1013",39,1,24.15,7620,750.6,7.636,"A","NO","YES","NO"
"1014",52,1,26.25,9348,1073.25,3.956,"C","YES","YES","NO"
"1015",46,1,14.7,6720,1505.25,4.968,"D","NO","YES","YES"
"1016",43,1,14.7,7392,1799.55,4.232,"C","YES","NO","NO"
"1017",39,4,24.15,11388,2151.9,2.76,"B","NO","NO","YES"
"1018",26,1,14.7,5808,97.2,4.968,"D","YES","YES","NO"
"1019",31,1,23.1,7236,1021.95,4.692,"B","YES","YES","YES"
"1020",34,1,14.7,6264,1260.9,3.404,"A","YES","YES","NO"
"1021",38,2,18.9,7608,726.3,2.3,"A","YES","NO","NO"
"1022",47,2,36.75,17112,2673,3.036,"D","YES","NO","YES"
"1023",30,1,16.8,5112,1179.9,3.312,"A","YES","YES","NO"
"1024",34,1,18.9,6792,186.3,6.256,"A","NO","NO","NO"
"1025",40,2,28.35,8208,333.45,4.416,"C","YES","YES","NO"
"1026",30,3,17.85,9144,723.6,5.98,"B","YES","YES","YES"
"1027",36,2,21,7716,492.75,5.06,"A","YES","YES","YES"
"1028",32,1,25.2,6900,1393.2,5.336,"C","NO","NO","NO"
"1029",34,2,16.8,5820,615.6,3.496,"B","YES","NO","NO"
"1030",51,2,34.65,14676,2913.3,3.864,"C","YES","YES","NO"
"1031",55,2,28.35,9456,2814.75,6.532,"A","YES","NO","NO"
"1032",27,1,19.95,6840,1213.65,2.852,"D","NO","NO","NO"
"1033",32,3,21,7764,1179.9,1.196,"C","YES","YES","NO"
"1034",48,2,15.75,6660,853.2,4.508,"A","YES","NO","NO"
"1035",39,1,12.6,5892,108,4.14,"D","YES","NO","NO"
"1036",43,3,15.75,9312,2396.25,5.612,"D","YES","YES","YES"
"1037",23,1,13.65,6276,1038.15,3.864,"C","YES","YES","YES"
"1038",50,2,30.45,13884,1406.7,2.116,"C","NO","YES","NO"
"1039",37,1,15.75,6084,548.1,4.324,"D","YES","NO","NO"
"1040",52,3,29.4,11316,365.85,5.152,"C","NO","YES","NO"
"1041",50,1,14.7,6636,143.1,5.428,"B","NO","NO","YES"
"1042",42,3,27.3,12204,531.9,2.208,"C","NO","NO","NO"
"1043",41,1,23.1,8352,1695.6,5.796,"D","NO","NO","NO"
"1044",46,2,13.65,10104,669.6,3.772,"C","NO","YES","NO"
"1045",25,2,12.6,6900,1239.3,6.532,"A","YES","NO","YES"
"1046",38,1,23.1,7512,1151.55,4.324,"C","YES","NO","NO"
"1047",28,4,13.65,8376,837,2.852,"C","YES","YES","NO"
"1048",26,1,13.65,5892,1008.45,5.888,"C","YES","YES","NO"
"1049",36,1,29.4,6936,297,2.208,"B","YES","NO","NO"
"1050",36,2,13.65,7164,3075.3,2.3,"D","NO","NO","YES"
"1051",42,2,29.4,12876,2180.25,3.772,"A","NO","NO","NO"
"1052",41,2,13.65,6504,980.1,8.74,"D","YES","NO","YES"
"1053",44,1,33.6,11784,1009.8,4.784,"C","NO","YES","NO"
"1054",44,2,26.25,12228,275.4,4.508,"C","NO","NO","NO"
"1055",50,1,15.75,6540,527.85,2.484,"A","YES","NO","NO"
"1056",49,1,39.9,13524,1336.5,5.336,"A","YES","NO","NO"
"1057",40,1,17.85,7572,429.3,1.38,"A","NO","NO","NO"
"1058",30,3,16.8,6960,653.4,7.176,"D","YES","NO","NO"
"1059",31,2,19.95,7680,328.05,1.656,"C","NO","NO","NO"
"1060",41,1,15.75,6228,199.8,6.348,"D","NO","YES","NO"
"1061",36,1,28.35,7800,565.65,0.736,"A","NO","YES","NO"
"1062",30,1,21,7296,49.95,2.944,"B","YES","YES","YES"
"1063",35,1,17.85,10320,2108.7,3.772,"A","NO","NO","YES"
"1064",48,3,33.6,18888,1911.6,8.188,"A","YES","YES","NO"
"1065",30,1,15.75,5688,710.1,7.912,"D","YES","NO","NO"
"1066",26,2,12.6,6528,2284.2,5.06,"A","NO","YES","YES"
"1067",39,2,26.25,7284,562.95,3.68,"D","YES","NO","NO"
"1068",31,1,19.95,6192,810,2.944,"A","NO","NO","NO"
"1069",37,2,27.3,10332,2020.95,3.956,"B","YES","NO","YES"
"1070",47,1,30.45,16944,2471.85,3.68,"A","YES","YES","NO"
"1071",27,1,15.75,6612,157.95,5.704,"D","YES","NO","YES"
"1072",40,2,12.6,5472,718.2,4.784,"C","YES","NO","NO"
"1073",27,1,21,5820,163.35,3.772,"D","YES","NO","NO"
"1074",43,3,17.85,11232,2542.05,3.588,"D","YES","NO","YES"
"1075",36,2,26.25,10452,1672.65,3.772,"B","YES","NO","YES"
"1076",32,1,24.15,10500,360.45,5.06,"A","YES","NO","NO"
"1077",34,1,22.05,8724,359.1,3.588,"D","YES","NO","NO"
"1078",35,1,28.35,11868,2670.3,3.956,"A","YES","NO","YES"
"1079",30,1,23.1,7128,623.7,5.244,"A","YES","NO","NO"
"1080",36,1,13.65,6456,1603.8,5.244,"A","YES","NO","NO"
"1081",54,1,27.3,8448,319.95,3.128,"C","YES","YES","NO"
"1082",31,1,16.8,5904,741.15,3.772,"D","NO","YES","NO"
"1083",29,1,13.65,5964,221.4,3.312,"D","YES","YES","NO"
"1084",36,2,17.85,9636,703.35,2.392,"C","YES","NO","NO"
"1085",53,4,37.8,30708,5422.95,3.956,"C","NO","NO","NO"
"1086",48,2,26.25,8208,211.95,2.852,"A","YES","YES","NO"
"1087",38,1,21,7848,831.6,3.68,"C","YES","NO","NO"
"1088",43,1,35.7,10512,672.3,2.668,"A","YES","NO","NO"
"1089",40,2,26.25,15744,3154.95,8.924,"A","YES","NO","NO"
"1090",33,2,18.9,7068,1131.3,5.888,"D","NO","NO","YES"
"1091",41,1,34.65,11304,596.7,5.888,"A","YES","YES","NO"
"1092",24,1,16.8,7740,720.9,8.648,"C","NO","NO","NO"
"1093",34,3,12.6,5832,700.65,3.956,"B","NO","YES","YES"
"1094",30,1,12.6,5736,253.8,4.968,"C","YES","NO","NO"
"1095",27,1,19.95,5604,152.55,5.152,"D","YES","YES","NO"
"1096",32,2,23.1,8268,579.15,2.76,"A","YES","NO","NO"
"1097",42,4,16.8,7992,122.85,5.06,"C","YES","NO","NO"
"1098",55,1,48.3,22908,2776.95,0.644,"A","YES","NO","NO"
"1099",41,2,28.35,11364,1082.7,5.52,"B","YES","NO","NO"
"1100",40,1,26.25,9504,1260.9,5.98,"B","YES","NO","NO"
"1101",43,2,21,10332,868.05,8.004,"D","YES","NO","NO"
"1102",49,2,24.15,7872,846.45,4.876,"A","NO","NO","NO"
"1103",35,1,29.4,13644,939.6,5.336,"C","YES","NO","NO"
"1104",32,4,17.85,9984,349.65,6.072,"C","YES","YES","NO"
"1105",34,1,28.35,8700,676.35,0.828,"C","NO","NO","NO"
"1106",41,3,14.7,6300,226.8,5.06,"C","YES","NO","NO"
"1107",39,1,28.35,7764,700.65,6.348,"D","NO","NO","NO"
"1108",41,2,18.9,18156,2025,5.336,"A","NO","YES","NO"
"1109",32,3,12.6,7548,1359.45,3.68,"C","YES","NO","NO"
"1110",43,2,19.95,7476,1040.85,2.208,"A","NO","YES","YES"
"1111",45,1,26.25,14616,876.15,6.808,"A","YES","YES","NO"
"1112",49,3,12.6,7692,764.1,4.416,"B","YES","NO","YES"
"1113",46,3,19.95,7200,1418.85,5.06,"A","YES","NO","NO"
"1114",39,1,31.5,7236,633.15,3.312,"D","YES","NO","NO"
"1115",36,1,30.45,9600,1502.55,2.392,"A","YES","YES","NO"
"1116",40,1,16.8,6324,768.15,7.36,"A","YES","YES","YES"
"1117",41,1,34.65,10248,251.1,4.968,"B","YES","NO","NO"
"1118",30,1,21,6600,1680.75,5.612,"B","YES","YES","YES"
"1119",34,2,15.75,5376,930.15,2.576,"B","YES","YES","YES"
"1120",28,2,15.75,6432,275.4,6.808,"B","NO","YES","YES"
"1121",48,1,13.65,7008,425.25,1.748,"B","YES","NO","YES"
"1122",40,1,27.3,6948,1027.35,4.784,"D","YES","NO","YES"
"1123",31,2,18.9,7056,360.45,4.324,"C","YES","YES","NO"
"1124",39,2,21,8580,846.45,6.072,"A","YES","YES","NO"
"1125",44,2,12.6,6252,265.95,2.668,"A","NO","NO","NO"
"1126",36,1,27.3,6792,1837.35,4.416,"C","NO","YES","NO"
"1127",30,3,17.85,5496,128.25,5.796,"C","YES","YES","NO"
"1128",39,1,15.75,6888,490.05,4.784,"D","NO","NO","NO"
"1129",29,2,15.75,6468,442.8,4.324,"D","YES","YES","NO"
"1130",34,4,16.8,9000,935.55,2.668,"C","YES","NO","NO"
"1131",43,2,18.9,7452,633.15,2.208,"D","YES","NO","NO"
"1132",32,1,16.8,5736,531.9,3.956,"D","YES","NO","NO"
"1133",42,2,13.65,7896,406.35,3.036,"B","YES","YES","NO"
"1134",46,1,30.45,12384,1773.9,3.404,"A","YES","YES","NO"
"1135",35,2,17.85,7740,309.15,5.152,"C","NO","NO","NO"
"1136",40,1,17.85,7932,491.4,4.692,"A","YES","YES","NO"
"1137",33,1,14.7,5916,571.05,4.6,"A","YES","NO","YES"
"1138",41,3,19.95,6912,384.75,4.14,"C","YES","NO","NO"
"1139",37,1,15.75,6840,291.6,3.68,"C","YES","NO","NO"
"1140",25,1,14.7,5784,382.05,4.784,"C","YES","YES","NO"
"1141",28,1,13.65,5856,810,4.324,"B","YES","YES","YES"
"1142",31,1,22.05,7224,569.7,5.152,"A","YES","YES","NO"
"1143",36,1,18.9,7164,1923.75,3.496,"A","NO","NO","YES"
"1144",36,1,14.7,5868,51.3,7.268,"C","YES","NO","NO"
"1145",31,2,12.6,6108,2120.85,5.06,"A","NO","YES","NO"
"1146",29,1,13.65,5832,1825.2,6.164,"D","NO","NO","YES"
"1147",39,2,29.4,10644,1231.2,7.084,"A","NO","NO","NO"
"1148",43,1,16.8,6372,579.15,2.3,"A","NO","NO","NO"
"1149",36,2,19.95,7992,338.85,5.98,"C","NO","NO","NO"
"1150",30,1,12.6,5520,244.35,1.196,"B","YES","NO","NO"
"1151",37,2,25.2,9348,2826.9,4.876,"B","YES","YES","YES"
"1152",33,4,17.85,8028,994.95,2.116,"B","YES","NO","YES"
"1153",40,3,17.85,7752,758.7,8.372,"D","NO","NO","NO"
"1154",41,1,24.15,6468,680.4,3.864,"A","YES","YES","NO"
"1155",36,1,13.65,5868,467.1,4.232,"A","YES","YES","NO"
"1156",44,1,16.8,5832,373.95,3.312,"D","YES","NO","YES"
"1157",40,1,13.65,6168,302.4,4.876,"C","NO","YES","NO"
"1158",44,1,34.65,11040,792.45,6.072,"A","NO","YES","NO"
"1159",29,2,14.7,5460,237.6,4.784,"C","NO","NO","NO"
"1160",43,2,14.7,7212,719.55,5.336,"A","YES","YES","YES"
"1161",37,2,22.05,8844,378,3.864,"C","YES","YES","NO"
"1162",50,3,22.05,16332,810,4.14,"B","YES","YES","YES"
"1163",28,1,13.65,6060,440.1,4.508,"C","YES","NO","NO"
"1164",37,3,21,10824,2963.25,5.52,"B","YES","YES","YES"
"1165",44,1,26.25,8592,405,3.68,"A","YES","YES","NO"
"1166",41,3,29.4,19104,2367.9,2.116,"A","YES","NO","NO"
"1167",42,2,22.05,8196,612.9,3.404,"C","YES","YES","NO"
"1168",44,2,22.05,11820,2461.05,6.072,"C","NO","YES","YES"
"1169",38,1,18.9,7044,653.4,5.152,"D","NO","NO","NO"
"1170",40,2,23.1,9540,780.3,1.564,"C","YES","NO","NO"
"1171",54,1,36.75,13392,1795.5,1.84,"D","YES","YES","NO"
"1172",36,2,13.65,7800,992.25,7.636,"C","YES","YES","NO"
"1173",42,1,14.7,6828,626.4,4.232,"C","YES","YES","NO"
"1174",46,3,13.65,13524,2953.8,3.772,"D","YES","NO","YES"
"1175",31,1,13.65,6576,2178.9,4.6,"B","NO","YES","NO"
"1176",29,3,16.8,9564,886.95,2.76,"B","YES","NO","YES"
"1177",31,1,16.8,6024,471.15,6.992,"C","NO","NO","NO"
"1178",35,2,12.6,5364,1165.05,4.692,"D","YES","YES","NO"
"1179",30,2,22.05,7296,373.95,6.624,"C","YES","NO","NO"
"1180",35,1,14.7,6276,307.8,2.392,"D","YES","YES","NO"
"1181",47,2,33.6,13284,2990.25,5.796,"C","YES","YES","NO"
